Closest Location,Date,No. of Cases,precipIntensity,precipIntensityMax,precipIntensityMaxTime,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,humidity
Tanjong Katong,25/01/2019,3.0,0.0003,0.0016,1547153580,88.97,1547183640,77.2,1547246760,0.81
Tanjong Katong,26/06/2019,72.0,0.0058,0.0361,1560268800,88.07,1560319680,81.98,1560365880,0.85
Tanjong Katong,27/05/2019,21.0,0.0068,0.0237,1557694740,90.57,1557723960,80.63,1557776580,0.8
Tanjong Katong,28/01/2019,2.0,0.0193,0.0651,1547445660,87.43,1547439960,77.04,1547505660,0.84
Tanjong Katong,28/06/2019,67.0,0.0036,0.0202,1560460140,89.13,1560494700,81.13,1560545220,0.83
Tanjong Katong,29/01/2019,5.0,0.0027,0.0238,1547532000,88.74,1547534760,77.99,1547592300,0.8
Toa Payoh,02/07/2019,46.0,0.0162,0.0684,1560815700,85.99,1560833940,79.62,1560889260,0.88
Toa Payoh,03/04/2019,7.0,0.0002,0.0015,1553094000,91.87,1553059200,78.41,1553118720,0.76
Toa Payoh,03/05/2019,3.0,0.0117,0.0497,1555685940,92.35,1555650240,80.05,1555705440,0.78
Toa Payoh,03/06/2019,20.0,0.0002,0.0007,1558345200,90.86,1558328280,80.4,1558382100,0.8
Toa Payoh,05/04/2019,8.0,0.0028,0.0116,1553234460,91.25,1553237100,78.31,1553291340,0.8
Toa Payoh,06/05/2019,3.0,0.0163,0.0414,1555933920,91.13,1555907700,79.75,1555963800,0.81
Toa Payoh,07/06/2019,40.0,0.001,0.0047,1558677480,91.37,1558681020,79.92,1558728000,0.78
Toa Payoh,09/04/2019,6.0,0.0053,0.0107,1553549040,91.6,1553580900,78.49,1553638740,0.8
Toa Payoh,10/05/2019,9.0,0.0424,0.0894,1556265840,87.79,1556252760,78.42,1556308020,0.86
Toa Payoh,10/06/2019,56.0,0.0073,0.0327,1558969200,91.87,1558933500,80.67,1558986060,0.81
Toa Payoh,11/01/2019,3.0,0.004,0.0144,1545987180,89.88,1545977820,77.74,1546036440,0.78
Toa Payoh,12/04/2019,7.0,0.0049,0.0285,1553848800,90.54,1553839320,78.73,1553898720,0.82
Toa Payoh,13/05/2019,9.0,0.0041,0.017,1556536140,92.85,1556521140,80.64,1556567880,0.81
Toa Payoh,14/01/2019,4.0,0.0098,0.039,1546247820,88.11,1546232940,77.63,1546292220,0.85
Toa Payoh,14/06/2019,83.0,0.0146,0.0808,1559250060,89.32,1559278800,79.26,1559342340,0.83
Toa Payoh,16/04/2019,9.0,0.0128,0.0431,1554142800,90.35,1554184980,76.3,1554249600,0.8
Toa Payoh,17/05/2019,16.0,0.0049,0.0283,1556874060,92.97,1556859360,81.4,1556913240,0.8
Toa Payoh,18/01/2019,7.0,0.0018,0.01,1546550040,90.81,1546584780,78.9,1546638960,0.76
Toa Payoh,18/04/2019,2.0,0.0093,0.0546,1554357720,90.58,1554352020,77.99,1554408540,0.81
Toa Payoh,19/06/2019,93.0,0.0057,0.0239,1559682000,90.27,1559710440,79.3,1559774520,0.82
Toa Payoh,21/01/2019,8.0,0.0011,0.0041,1546851420,88.85,1546841460,79.19,1546891200,0.82
Toa Payoh,21/06/2019,110.0,0.0129,0.0588,1559865360,85.97,1559893260,79.24,1559937300,0.87
Toa Payoh,22/05/2019,18.0,0.0183,0.0435,1557284700,88.56,1557304440,80.0,1557347340,0.84
Toa Payoh,24/05/2019,18.0,0.0056,0.024,1557427260,91.83,1557464820,81.0,1557519120,0.79
Toa Payoh,25/01/2019,8.0,0.0002,0.0013,1547153700,89.23,1547183400,76.42,1547246640,0.81
Toa Payoh,26/04/2019,4.0,0.0035,0.0079,1555038360,91.48,1555053180,80.07,1555105440,0.8
Toa Payoh,26/06/2019,108.0,0.0047,0.0276,1560297600,88.27,1560319920,81.77,1560366780,0.86
Toa Payoh,27/05/2019,17.0,0.0077,0.0256,1557737700,90.81,1557723780,80.33,1557776700,0.81
Toa Payoh,28/06/2019,102.0,0.0037,0.0225,1560460080,89.34,1560494760,80.48,1560545760,0.84
Toa Payoh,29/04/2019,5.0,0.0027,0.0239,1555308000,92.74,1555313520,79.83,1555358280,0.79
Tuas,14/06/2019,1.0,0.0145,0.0628,1559250480,88.48,1559278920,81.1,1559342400,0.83
Tuas South,03/06/2019,5.0,0.0001,0.0002,1558350000,89.44,1558328400,82.53,1558381860,0.81
Tuas South,14/06/2019,1.0,0.0145,0.0588,1559250480,87.87,1559285100,81.27,1559342760,0.84
Tuas West,03/06/2019,8.0,0.0001,0.0002,1558349460,89.63,1558336620,81.96,1558382040,0.81
Upper Thomson,02/07/2019,16.0,0.0158,0.0765,1560815820,85.24,1560827100,79.36,1560889980,0.89
Upper Thomson,03/05/2019,16.0,0.0135,0.0429,1555685880,92.0,1555649940,79.51,1555705020,0.8
Upper Thomson,03/06/2019,22.0,0.0002,0.0008,1558345620,90.22,1558328400,79.69,1558382220,0.81
Upper Thomson,06/05/2019,19.0,0.0163,0.0369,1555933740,90.61,1555908000,79.23,1555963680,0.82
Upper Thomson,07/06/2019,32.0,0.0012,0.0073,1558677540,91.43,1558682820,79.45,1558727760,0.79
Upper Thomson,10/05/2019,26.0,0.0448,0.1,1556269080,87.59,1556252760,77.68,1556308020,0.87
Upper Thomson,10/06/2019,27.0,0.0083,0.0364,1558947540,91.55,1558933560,80.05,1558986900,0.82
Upper Thomson,11/01/2019,3.0,0.0043,0.0181,1545987120,89.91,1545977820,77.2,1546036620,0.79
Upper Thomson,13/05/2019,29.0,0.0046,0.0189,1556535720,92.79,1556522880,80.11,1556567880,0.82
Upper Thomson,14/01/2019,6.0,0.0102,0.041,1546247820,88.34,1546240980,77.06,1546286700,0.85
Upper Thomson,14/06/2019,34.0,0.0147,0.0676,1559250060,88.63,1559278020,78.99,1559342280,0.84
Upper Thomson,17/05/2019,28.0,0.0052,0.0334,1556874060,92.71,1556859120,80.83,1556913240,0.81
Upper Thomson,18/01/2019,3.0,0.0016,0.0085,1546550160,90.95,1546585020,78.34,1546639140,0.76
Upper Thomson,18/04/2019,6.0,0.011,0.0641,1554357780,90.16,1554352800,77.36,1554408300,0.82
Upper Thomson,19/06/2019,12.0,0.0058,0.0185,1559682000,89.49,1559708700,78.94,1559774760,0.84
Upper Thomson,21/06/2019,13.0,0.0106,0.0517,1559865420,85.88,1559892780,78.53,1559937360,0.87
Upper Thomson,22/05/2019,5.0,0.0141,0.0353,1557284640,88.31,1557304200,79.53,1557347520,0.85
Upper Thomson,23/04/2019,11.0,0.0128,0.0572,1554796860,90.92,1554785880,78.49,1554841620,0.83
Upper Thomson,24/05/2019,7.0,0.0052,0.0218,1557426360,91.42,1557472500,80.49,1557518940,0.79
Upper Thomson,25/01/2019,2.0,0.0002,0.001,1547153760,88.98,1547183280,75.68,1547246340,0.81
Upper Thomson,26/04/2019,10.0,0.0037,0.01,1555038540,91.82,1555053300,79.45,1555105920,0.81
Upper Thomson,26/06/2019,2.0,0.0036,0.021,1560297600,88.41,1560324180,81.41,1560366060,0.86
Upper Thomson,27/05/2019,7.0,0.0083,0.0335,1557737640,90.38,1557723660,79.9,1557776760,0.82
Upper Thomson,28/01/2019,2.0,0.0187,0.0741,1547445600,87.31,1547438400,75.77,1547505720,0.86
Upper Thomson,29/04/2019,10.0,0.0036,0.0329,1555308000,92.73,1555313580,79.51,1555358280,0.8
Whampoa,03/06/2019,4.0,0.0002,0.0006,1558345260,90.81,1558328280,80.58,1558382040,0.8
Whampoa,04/01/2019,3.0,0.013,0.0471,1545382320,89.49,1545368160,77.99,1545429480,0.86
Whampoa,07/01/2019,1.0,0.0007,0.0035,1545663600,89.55,1545632760,77.52,1545681660,0.79
Whampoa,07/06/2019,13.0,0.001,0.0042,1558677420,91.27,1558680960,79.99,1558727940,0.79
Whampoa,10/05/2019,1.0,0.0413,0.0862,1556265600,88.04,1556253060,78.6,1556307960,0.86
Whampoa,10/06/2019,20.0,0.0071,0.0326,1558969200,91.79,1558933500,80.73,1558986000,0.81
Whampoa,11/01/2019,4.0,0.0037,0.013,1545987240,89.81,1545978000,77.86,1546036440,0.78
Whampoa,13/05/2019,3.0,0.0037,0.0155,1556536320,92.8,1556521140,80.76,1556567820,0.81
Whampoa,14/01/2019,5.0,0.0098,0.0392,1546247940,88.16,1546242480,77.76,1546291620,0.84
Whampoa,14/06/2019,25.0,0.0145,0.0836,1559250060,89.26,1559278920,79.35,1559342400,0.83
Whampoa,17/05/2019,3.0,0.0046,0.0254,1556874060,92.91,1556859420,81.54,1556913240,0.8
Whampoa,18/01/2019,8.0,0.0019,0.0108,1546550040,90.7,1546584780,79.03,1546638960,0.76
Whampoa,19/06/2019,9.0,0.0056,0.0254,1559682000,89.74,1559710320,79.33,1559774640,0.82
Whampoa,21/01/2019,8.0,0.0012,0.0042,1546851420,88.83,1546841520,79.25,1546891260,0.82
Whampoa,21/06/2019,21.0,0.0134,0.0615,1559865360,85.9,1559893500,79.38,1559937240,0.86
Whampoa,22/05/2019,2.0,0.0191,0.0448,1557284760,88.57,1557304620,80.13,1557347280,0.84
Whampoa,24/05/2019,3.0,0.0056,0.0244,1557427380,91.77,1557464880,81.12,1557519300,0.79
Whampoa,27/05/2019,4.0,0.0076,0.0268,1557694740,90.7,1557723840,80.42,1557776640,0.81
Whampoa,28/06/2019,1.0,0.0024,0.0112,1560460080,89.43,1560494640,81.02,1560541800,0.84
Yishun,03/04/2019,1.0,0.0001,0.0005,1553094000,92.34,1553058180,77.69,1553120820,0.76
Yishun,03/05/2019,8.0,0.0169,0.0593,1555665180,92.31,1555649640,78.88,1555704480,0.82
Yishun,03/06/2019,21.0,0.0003,0.0012,1558345440,90.34,1558328220,78.72,1558382340,0.82
Yishun,04/01/2019,4.0,0.0134,0.051,1545374640,88.73,1545366660,76.71,1545428760,0.88
Yishun,05/04/2019,1.0,0.0038,0.0159,1553234520,91.3,1553239800,77.14,1553289960,0.81
Yishun,06/05/2019,8.0,0.0156,0.0442,1555921860,90.85,1555907580,78.68,1555964220,0.83
Yishun,07/01/2019,6.0,0.0013,0.0054,1545641580,89.91,1545632460,76.26,1545688380,0.82
Yishun,07/06/2019,4.0,0.0014,0.0102,1558677540,92.09,1558684020,79.22,1558726140,0.8
Yishun,09/04/2019,4.0,0.0038,0.0085,1553611380,91.65,1553586300,77.08,1553637480,0.81
Yishun,10/05/2019,4.0,0.0507,0.124,1556270460,87.56,1556253060,76.89,1556308080,0.88
Yishun,10/06/2019,6.0,0.0095,0.0494,1558947540,92.01,1558933140,79.28,1558987380,0.83
Yishun,11/01/2019,8.0,0.0055,0.0251,1545987000,90.41,1545980280,76.55,1546036980,0.79
Yishun,12/04/2019,4.0,0.006,0.0401,1553847240,90.74,1553836020,77.82,1553896500,0.83
Yishun,13/05/2019,7.0,0.0064,0.0264,1556535360,92.95,1556523900,79.36,1556567820,0.83
Yishun,14/01/2019,8.0,0.0101,0.0405,1546247340,88.82,1546239600,76.46,1546293720,0.85
Yishun,14/06/2019,3.0,0.0152,0.0528,1559250060,88.93,1559276160,78.34,1559333340,0.85
Yishun,17/05/2019,13.0,0.0066,0.0472,1556874060,93.25,1556858760,80.0,1556913180,0.83
Yishun,19/06/2019,3.0,0.0066,0.0152,1559735820,89.4,1559708400,78.66,1559774940,0.85
Yishun,21/06/2019,2.0,0.0077,0.0372,1559865540,85.88,1559892000,77.6,1559937480,0.89
Yishun,22/05/2019,13.0,0.0104,0.0297,1557284520,88.17,1557303900,78.76,1557347640,0.86
Yishun,23/04/2019,2.0,0.0122,0.0553,1554796920,91.33,1554785760,78.08,1554840780,0.84
Yishun,24/05/2019,17.0,0.0049,0.0204,1557425880,91.6,1557474960,79.89,1557518820,0.79
Yishun,26/04/2019,5.0,0.0041,0.0108,1555038960,92.07,1555053900,78.67,1555106400,0.82
Yishun,26/06/2019,7.0,0.0027,0.0164,1560268800,88.92,1560325320,80.93,1560365400,0.87
Yishun,27/05/2019,18.0,0.0087,0.0441,1557737520,90.95,1557723480,79.12,1557776940,0.83
Yishun,28/06/2019,3.0,0.002,0.0101,1560460020,89.83,1560495480,80.24,1560541920,0.85
Yishun,29/04/2019,4.0,0.0046,0.0413,1555308000,93.37,1555314360,79.36,1555358220,0.81
