Location,No. of Cases,Date,Latitude,Longtitude,Closest Location,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Bishan Street 22 (Blk 249),3,21/06/2019,1.3612855,103.8438623,Ang Mo Kio,0.2,0.2,0.2,0.2,28.2,32.8,25.5,10.4,30.6
Bishan Street 22 (Blk 250),4,21/06/2019,1.3616517,103.8438623,Ang Mo Kio,0.2,0.2,0.2,0.2,28.2,32.8,25.5,10.4,30.6
Bishan Street 22 (Blk 253),9,21/06/2019,1.3622419,103.8431376,Ang Mo Kio,0.2,0.2,0.2,0.2,28.2,32.8,25.5,10.4,30.6
Bishan Street 22 (Blk 254),15,21/06/2019,1.3618757,103.8431376,Ang Mo Kio,0.2,0.2,0.2,0.2,28.2,32.8,25.5,10.4,30.6
Bishan Street 22 (Blk 255),5,21/06/2019,1.3616581,103.8427753,Ang Mo Kio,0.2,0.2,0.2,0.2,28.2,32.8,25.5,10.4,30.6
Bishan Street 22 (Blk 256),4,21/06/2019,1.3612923,103.8426847,Ang Mo Kio,0.2,0.2,0.2,0.2,28.2,32.8,25.5,10.4,30.6
East Coast Road,1,21/06/2019,1.3090566,103.9126906,Tanjong Katong,0.4,0.4,0.4,0.4,—,—,—,—,—
Jalan Baiduri,4,21/06/2019,1.3115093,103.9126850,Tanjong Katong,0.4,0.4,0.4,0.4,—,—,—,—,—
Lorong J Telok Kurau,4,21/06/2019,1.3140655,103.9109188,Tanjong Katong,0.4,0.4,0.4,0.4,—,—,—,—,—
orong K Telok Kurau,7,21/06/2019,1.3130423,103.9116196,Tanjong Katong,0.4,0.4,0.4,0.4,—,—,—,—,—
orong L Telok Kurau,11,21/06/2019,1.3119655,103.9118591,Tanjong Katong,0.4,0.4,0.4,0.4,—,—,—,—,—
Lorong M Telok Kurau,9,21/06/2019,1.3109464,103.9124768,Tanjong Katong,0.4,0.4,0.4,0.4,—,—,—,—,—
orong N Telok Kurau,3,21/06/2019,1.3098618,103.9119077,Tanjong Katong,0.4,0.4,0.4,0.4,—,—,—,—,—
Telok Kurau Road,2,21/06/2019,1.3122916,103.9108615,Tanjong Katong,0.4,0.4,0.4,0.4,—,—,—,—,—
Aljunied Avenue 2 (Blk 115),1,21/06/2019,1.3212993,103.8872887,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Aljunied Avenue 2 (Blk 119),2,21/06/2019,1.3200279,103.8868022,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Aljunied Crescent (Blk 98),1,21/06/2019,1.3208159,103.8856777,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Aljunied Crescent (Blk 101),1,21/06/2019,1.3209727,103.8834996,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Aljunied Crescent (Blk 103),2,21/06/2019,1.3205358,103.8831333,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Aljunied Crescent (Blk 108),1,21/06/2019,1.3190980,103.8852646,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Aljunied Crescent (Blk 109),3,21/06/2019,1.3194688,103.8844492,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Aljunied Crescent (Blk 110),12,21/06/2019,1.3199444,103.8844051,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Aljunied Crescent (Blk 111),7,21/06/2019,1.3204205,103.8842730,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Aljunied Crescent (Blk 112),2,21/06/2019,1.3203815,103.8851348,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Geylang East Avenue 1 (Blk 124),1,21/06/2019,1.3184293,103.8868107,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Geylang East Avenue 1 (Blk 125),1,21/06/2019,1.3178464,103.8864491,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Geylang East Avenue 1 (Blk 127),3,21/06/2019,1.3180641,103.8877159,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Geylang East Avenue 2,1,21/06/2019,1.3176923,103.8887758,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Geylang East Central (Blk 120),1,21/06/2019,1.3181870,103.8847670,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Geylang East Central (Blk 123),1,21/06/2019,1.3181828,103.8854926,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Yio Chu Kang Road,2,21/06/2019,1.3877540,103.8417085,Ang Mo Kio,0.2,0.2,0.2,0.2,28.2,32.8,25.5,10.4,30.6
Geylang Road,1,21/06/2019,1.3200544,103.8917746,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Geylang East Avenue 2 (Simsville),9,21/06/2019,1.3169451,103.8887681,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Guillemard Road (Grandlink Square),5,21/06/2019,1.3142114,103.8915989,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Lorong 35 Geylang,1,21/06/2019,1.3153115,103.8884972,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Lorong 37 Geylang,2,21/06/2019,1.3155179,103.8896641,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Lorong 37 Geylang (Palm Lodge),4,21/06/2019,1.3153819,103.8894782,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Lorong 39 Geylang,2,21/06/2019,1.3159773,103.8906760,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Lorong 42 Geylang (Aston Mansion),2,21/06/2019,1.3138677,103.8904767,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Paya Lebar Road (Paya Lebar Residences),3,21/06/2019,1.3175146,103.8915739,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Chai Chee Road (Blk 1),2,21/06/2019,1.3280646,103.9225418,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
Chai Chee Street (Blk 50),2,21/06/2019,1.3293183,103.9225179,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
Chai Chee Street (Blk 51),3,21/06/2019,1.3289128,103.9221481,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
Chai Chee Street (Blk 52),8,21/06/2019,1.3287732,103.9209698,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
Chai Chee Street (Blk 53),3,21/06/2019,1.3284868,103.9198822,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
Chai Chee Street (Blk 54),15,21/06/2019,1.3296502,103.9211511,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
Flora Drive (Carissa Park Condominium),1,21/06/2019,1.3591491,103.9635646,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Flora Road Avila Gardens),2,21/06/2019,1.3608957,103.9659513,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Jalan Batalong,1,21/06/2019,1.3621684,103.9681817,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Jalan Chelagi,4,21/06/2019,1.3614428,103.9652072,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Jalan Kelempong,1,21/06/2019,1.3622742,103.9674548,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Loyang Rise,9,21/06/2019,1.3635660,103.9652551,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Loyang View,10,21/06/2019,1.3664613,103.9573950,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Mariam Way,1,21/06/2019,1.3608335,103.9684627,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Street 13 (Blk 150),1,21/06/2019,1.3629455,103.9631436,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Street 13 (Blk 151),1,21/06/2019,1.3629861,103.9624637,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Street 13 (Blk 153),1,21/06/2019,1.3637338,103.9629396,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Street 21 (Blk 257),1,21/06/2019,1.3670970,103.9637556,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Street 21 (Blk 266),6,21/06/2019,1.3661577,103.9638157,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Street 21 (Blk 267),1,21/06/2019,1.3657817,103.9633023,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Street 21 (Blk 269),2,21/06/2019,1.3652670,103.9636649,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Street 21 (Blk 270),1,21/06/2019,1.3654829,103.9642996,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Street 21 (Blk 271),1,21/06/2019,1.3658512,103.9639369,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Street 21 (Blk 272),2,21/06/2019,1.3650249,103.9643676,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Street 21 (Blk 273),7,21/06/2019,1.3646976,103.9640049,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Street 21 (Blk 274),2,21/06/2019,1.3641840,103.9641862,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Street 21 (Blk 275),3,21/06/2019,1.3642906,103.9647302,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Ang Mo Kio Avenue 10 (Blk 412),1,21/06/2019,1.3639288,103.8552762,Ang Mo Kio,0.2,0.2,0.2,0.2,28.2,32.8,25.5,10.4,30.6
Ang Mo Kio Avenue 10 (Blk 414),1,21/06/2019,1.3640848,103.8536456,Ang Mo Kio,0.2,0.2,0.2,0.2,28.2,32.8,25.5,10.4,30.6
Ang Mo Kio Avenue 10 (Blk 416),3,21/06/2019,1.3644426,103.8550950,Ang Mo Kio,0.2,0.2,0.2,0.2,28.2,32.8,25.5,10.4,30.6
Ang Mo Kio Avenue 10 (Blk 417),3,21/06/2019,1.3650281,103.8551856,Ang Mo Kio,0.2,0.2,0.2,0.2,28.2,32.8,25.5,10.4,30.6
Ang Mo Kio Avenue 10 (Blk 418),2,21/06/2019,1.3650350,103.8540079,Ang Mo Kio,0.2,0.2,0.2,0.2,28.2,32.8,25.5,10.4,30.6
Ang Mo Kio Avenue 10 (Blk 419),2,21/06/2019,1.3654002,103.8541891,Ang Mo Kio,0.2,0.2,0.2,0.2,28.2,32.8,25.5,10.4,30.6
Ang Mo Kio Avenue 10 (Blk 438),1,21/06/2019,1.3670139,103.8538267,Ang Mo Kio,0.2,0.2,0.2,0.2,28.2,32.8,25.5,10.4,30.6
Ang Mo Kio Avenue 10 (Blk 440),1,21/06/2019,1.3664995,103.8540985,Ang Mo Kio,0.2,0.2,0.2,0.2,28.2,32.8,25.5,10.4,30.6
Ang Mo Kio Avenue 10 (Blk 441),2,21/06/2019,1.3660600,103.8540985,Ang Mo Kio,0.2,0.2,0.2,0.2,28.2,32.8,25.5,10.4,30.6
Ang Mo Kio Avenue 10 (Blk 443),1,21/06/2019,1.3660482,103.8553623,Ang Mo Kio,0.2,0.2,0.2,0.2,28.2,32.8,25.5,10.4,30.6
Ang Mo Kio Avenue 10 (Blk 444),2,21/06/2019,1.3666375,103.8555479,Ang Mo Kio,0.2,0.2,0.2,0.2,28.2,32.8,25.5,10.4,30.6
Ang Mo Kio Avenue 10 (Blk 445),1,21/06/2019,1.3670033,103.8556385,Ang Mo Kio,0.2,0.2,0.2,0.2,28.2,32.8,25.5,10.4,30.6
Ang Mo Kio Avenue 10 (Blk 447),1,21/06/2019,1.3675144,103.8559103,Ang Mo Kio,0.2,0.2,0.2,0.2,28.2,32.8,25.5,10.4,30.6
Ang Mo Kio Avenue 10 (Blk 449),1,21/06/2019,1.3678807,103.8559103,Ang Mo Kio,0.2,0.2,0.2,0.2,28.2,32.8,25.5,10.4,30.6
Ang Mo Kio Avenue 10 (Blk 465),1,21/06/2019,1.3662627,103.8569974,Ang Mo Kio,0.2,0.2,0.2,0.2,28.2,32.8,25.5,10.4,30.6
Ang Mo Kio Avenue 10 (Blk 468),1,21/06/2019,1.3648757,103.8561821,Ang Mo Kio,0.2,0.2,0.2,0.2,28.2,32.8,25.5,10.4,30.6
Ang Mo Kio Street 44 (Blk 455A),1,21/06/2019,1.3681902,103.8575413,Ang Mo Kio,0.2,0.2,0.2,0.2,28.2,32.8,25.5,10.4,30.6
Circuit Road (Blk 37),6,21/06/2019,1.3281280,103.8867599,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Circuit Road (Blk 39),2,21/06/2019,1.3275120,103.8857179,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Circuit Road (Blk 44),1,21/06/2019,1.3267040,103.8862615,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Circuit Road (Blk 62),2,21/06/2019,1.3262825,103.8871308,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Circuit Road (Blk 64),2,21/06/2019,1.3269920,103.8870770,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Circuit Road (Blk 65),12,21/06/2019,1.3274300,103.8872582,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Bedok eservoir Road (Blk 710),10,21/06/2019,1.3356353,103.9237795,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
Bedok eservoir Road (Blk 711),5,21/06/2019,1.3360022,103.9235982,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
Bedok eservoir Road (Blk 712),1,21/06/2019,1.3359348,103.9226012,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
Bedok eservoir Road (Blk 713),1,21/06/2019,1.3368140,103.9224200,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
Bedok eservoir Road (Blk 714),2,21/06/2019,1.3371015,103.9233263,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
Bedok eservoir Road (Blk 719),1,21/06/2019,1.3365071,103.9248671,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
Bedok eservoir Road (Blk 720),4,21/06/2019,1.3359217,103.9248671,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
ommonwealth Avenue (Blk 7),2,21/06/2019,1.3064420,103.7946849,Buona Vista,0,0,0,0,—,—,—,—,—
ommonwealth Avenue (Blk 7A),1,21/06/2019,1.3068794,103.7949565,Buona Vista,0,0,0,0,—,—,—,—,—
ommonwealth Crescent (Blk 113),2,21/06/2019,1.3068443,103.7979674,Buona Vista,0,0,0,0,—,—,—,—,—
Holland Avenue (Blk 2),1,21/06/2019,1.3092147,103.7960431,Buona Vista,0,0,0,0,—,—,—,—,—
Holland Avenue (Blk 8),5,21/06/2019,1.3068820,103.7945038,Buona Vista,0,0,0,0,—,—,—,—,—
Holland Avenue (Blk 9),1,21/06/2019,1.3077040,103.7947075,Buona Vista,0,0,0,0,—,—,—,—,—
Holland Avenue (Blk 10),1,21/06/2019,1.3082166,103.7942256,Buona Vista,0,0,0,0,—,—,—,—,—
Holland Avenue (Blk 12),1,21/06/2019,1.3095155,103.7945943,Buona Vista,0,0,0,0,—,—,—,—,—
Holland Close (Blk 1),1,21/06/2019,1.3091370,103.7968581,Buona Vista,0,0,0,0,—,—,—,—,—
Holland Close (Blk 3),1,21/06/2019,1.3082600,103.7966770,Buona Vista,0,0,0,0,—,—,—,—,—
Holland Close (Blk 4),2,21/06/2019,1.3079724,103.7957715,Buona Vista,0,0,0,0,—,—,—,—,—
Holland Close (Blk 5),2,21/06/2019,1.3075308,103.7962242,Buona Vista,0,0,0,0,—,—,—,—,—
Holland Close (Blk 30A),1,21/06/2019,1.3075803,103.7971977,Buona Vista,0,0,0,0,—,—,—,—,—
Holland Drive (Blk 11),2,21/06/2019,1.3090796,103.7940510,Buona Vista,0,0,0,0,—,—,—,—,—
Holland Drive (Blk 41),1,21/06/2019,1.3076078,103.7934462,Buona Vista,0,0,0,0,—,—,—,—,—
Geylang East Avenue 1 (Blk 132),4,21/06/2019,1.3162784,103.8858583,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Geylang East Avenue 1 (Blk 133),3,21/06/2019,1.3162818,103.8854927,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Geylang East Avenue 1 (Blk 134),2,21/06/2019,1.3159490,103.8859029,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Geylang East Avenue 1 Central Grove),4,21/06/2019,1.3159873,103.8844239,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Geylang East Avenue 2 (Sims Edge),2,21/06/2019,1.3163875,103.8879365,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Lorong 25 Geylang,1,21/06/2019,1.3144854,103.8824746,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Lorong 27 Geylang,3,21/06/2019,1.3149187,103.8837220,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Braddell Rise,1,21/06/2019,1.3426282,103.8445168,Toa Payoh,0,0,0,0,—,—,—,—,—
Lorong 1 Toa Payoh (Blk 110),2,21/06/2019,1.3414985,103.8463986,Toa Payoh,0,0,0,0,—,—,—,—,—
Lorong 1 Toa Payoh (Blk 111),1,21/06/2019,1.3412293,103.8454701,Toa Payoh,0,0,0,0,—,—,—,—,—
Lorong 1 Toa Payoh (Blk 112),1,21/06/2019,1.3415037,103.8454928,Toa Payoh,0,0,0,0,—,—,—,—,—
Lorong 1 Toa Payoh (Blk 113),4,21/06/2019,1.3412893,103.8445869,Toa Payoh,0,0,0,0,—,—,—,—,—
Lorong 1 Toa Payoh (Blk 114),5,21/06/2019,1.3409248,103.8443152,Toa Payoh,0,0,0,0,—,—,—,—,—
Lorong 1 Toa Payoh (Blk 115),2,21/06/2019,1.3407036,103.8445869,Toa Payoh,0,0,0,0,—,—,—,—,—
Toa Payoh North (Blk 206),1,21/06/2019,1.3422480,103.8465571,Toa Payoh,0,0,0,0,—,—,—,—,—
Toa Payoh North (Blk 207),1,21/06/2019,1.3424025,103.8451531,Toa Payoh,0,0,0,0,—,—,—,—,—
Toa Payoh North (Blk 209),2,21/06/2019,1.3417584,103.8447361,Toa Payoh,0,0,0,0,—,—,—,—,—
Geylang Road,1,21/06/2019,1.3200544,103.8917746,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Lorong 3 Geylang,2,21/06/2019,1.3150551,103.8730623,Nicoll Highway,0,0,0,0,—,—,—,—,—
Lorong 3 Geylang (Blk 111),2,21/06/2019,1.3119573,103.8738476,Nicoll Highway,0,0,0,0,—,—,—,—,—
Upper Boon Keng Road (Blk 2A),2,21/06/2019,1.3138711,103.8720817,Nicoll Highway,0,0,0,0,—,—,—,—,—
Upper Boon Keng Road (Blk 3B),1,21/06/2019,1.3143059,103.8728065,Nicoll Highway,0,0,0,0,—,—,—,—,—
Upper Boon Keng Road (Blk 5A),1,21/06/2019,1.3134277,103.8734187,Nicoll Highway,0,0,0,0,—,—,—,—,—
Upper Boon Keng Road (Blk 11),3,21/06/2019,1.3142619,103.8708812,Nicoll Highway,0,0,0,0,—,—,—,—,—
Upper Boon Keng Road (Blk 13),1,21/06/2019,1.3145569,103.8704735,Nicoll Highway,0,0,0,0,—,—,—,—,—
Upper Boon Keng Road (Blk 15),1,21/06/2019,1.3159783,103.8713795,Nicoll Highway,0,0,0,0,—,—,—,—,—
Upper Boon Keng Road (Blk 19),2,21/06/2019,1.3155668,103.8737356,Nicoll Highway,0,0,0,0,—,—,—,—,—
Guan Soon Avenue,1,21/06/2019,1.3378585,103.9536234,Simei,2,1.6,2,2,—,—,—,—,—
Sea Breeze Avenue,2,21/06/2019,1.3374304,103.9527258,Simei,2,1.6,2,2,—,—,—,—,—
Simei Street 1 (Blk 101),1,21/06/2019,1.3411804,103.9518794,Simei,2,1.6,2,2,—,—,—,—,—
Simei Street 1 (Eastpoint Green),11,21/06/2019,1.3389925,103.9510167,Simei,2,1.6,2,2,—,—,—,—,—
Jalan Gembira,1,21/06/2019,1.3322836,103.8805745,Toa Payoh,0,0,0,0,—,—,—,—,—
Jalan Mesra,1,21/06/2019,1.3328629,103.8798850,Toa Payoh,0,0,0,0,—,—,—,—,—
Jalan Setia,5,21/06/2019,1.3333961,103.8803534,Toa Payoh,0,0,0,0,—,—,—,—,—
Joo Seng Road (Blk 9),1,21/06/2019,1.3348667,103.8793753,Toa Payoh,0,0,0,0,—,—,—,—,—
Joo Seng Road (Blk 10),1,21/06/2019,1.3346786,103.8802050,Toa Payoh,0,0,0,0,—,—,—,—,—
Joo Seng Road (Blk 11),1,21/06/2019,1.3350731,103.8807170,Toa Payoh,0,0,0,0,—,—,—,—,—
Joo Seng Road (Blk 19),1,21/06/2019,1.3345130,103.8807412,Toa Payoh,0,0,0,0,—,—,—,—,—
Joo Seng Road (Blk 21),1,21/06/2019,1.3343686,103.8806398,Toa Payoh,0,0,0,0,—,—,—,—,—
pper Aljunied Lane (Blk 4),2,21/06/2019,1.3334723,103.8790165,Toa Payoh,0,0,0,0,—,—,—,—,—
pper Aljunied Lane (Blk 5),1,21/06/2019,1.3337035,103.8798250,Toa Payoh,0,0,0,0,—,—,—,—,—
Bishan Street 13 (Blk 173),3,21/06/2019,1.3476768,103.8541891,Toa Payoh,0,0,0,0,—,—,—,—,—
Bishan Street 13 (Blk 175),2,21/06/2019,1.3488546,103.8539160,Toa Payoh,0,0,0,0,—,—,—,—,—
Bishan Street 13 (Blk 176),1,21/06/2019,1.3482009,103.8537362,Toa Payoh,0,0,0,0,—,—,—,—,—
Bishan Street 13 (Blk 177),2,21/06/2019,1.3477901,103.8536003,Toa Payoh,0,0,0,0,—,—,—,—,—
Bishan Street 13 (Blk 181),1,21/06/2019,1.3489256,103.8530122,Toa Payoh,0,0,0,0,—,—,—,—,—
Bishan Street 13 (Blk 182),1,21/06/2019,1.3500241,103.8531095,Toa Payoh,0,0,0,0,—,—,—,—,—
Bishan Street 13 (Blk 189),1,21/06/2019,1.3502539,103.8517432,Toa Payoh,0,0,0,0,—,—,—,—,—
Bishan Street 13 (Blk 193),2,21/06/2019,1.3487300,103.8509080,Toa Payoh,0,0,0,0,—,—,—,—,—
Pasir Ris Street 11 (Blk 110),1,21/06/2019,1.3687521,103.9563215,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Street 11 (Blk 111),1,21/06/2019,1.3680406,103.9563590,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Street 11 (Blk 117),1,21/06/2019,1.3678825,103.9547804,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Street 11 (Blk 118),1,21/06/2019,1.3670586,103.9548030,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Street 11 (Blk 119),2,21/06/2019,1.3675158,103.9548710,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Street 11 (Blk 120),1,21/06/2019,1.3672262,103.9543271,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Street 11 (Blk 121),5,21/06/2019,1.3668590,103.9545084,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Circuit Road (Blk 43),1,21/06/2019,1.3265070,103.8855140,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Circuit Road (Blk 46),2,21/06/2019,1.3261917,103.8862615,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Circuit Road (Blk 47),1,21/06/2019,1.3259032,103.8855366,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Circuit Road (Blk 48),2,21/06/2019,1.3255373,103.8855366,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Circuit Road (Blk 49),1,21/06/2019,1.3252436,103.8857179,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Circuit Road (Blk 50),2,21/06/2019,1.3249509,103.8857179,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Circuit Road (Blk 51),1,21/06/2019,1.3245626,103.8855595,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Circuit Road (Blk 58),2,21/06/2019,1.3250205,103.8863521,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
ommonwealth Crescent (Blk 96),1,21/06/2019,1.3062591,103.8012046,Buona Vista,0,0,0,0,—,—,—,—,—
ommonwealth Crescent (Blk 97),1,21/06/2019,1.3061845,103.8014763,Buona Vista,0,0,0,0,—,—,—,—,—
ommonwealth Crescent (Blk 98),1,21/06/2019,1.3069161,103.8014763,Buona Vista,0,0,0,0,—,—,—,—,—
ommonwealth Crescent (Blk 99),1,21/06/2019,1.3073445,103.8009431,Buona Vista,0,0,0,0,—,—,—,—,—
ommonwealth Crescent (Blk 101),1,21/06/2019,1.3080645,103.8005706,Buona Vista,0,0,0,0,—,—,—,—,—
ommonwealth Crescent (Blk 102),1,21/06/2019,1.3078718,103.8006613,Buona Vista,0,0,0,0,—,—,—,—,—
ommonwealth Drive (Blk 89),1,21/06/2019,1.3055376,103.7993936,Buona Vista,0,0,0,0,—,—,—,—,—
ommonwealth Drive (Blk 92),2,21/06/2019,1.3058252,103.8002991,Buona Vista,0,0,0,0,—,—,—,—,—
ommonwealth Drive (Blk 93),1,21/06/2019,1.3053873,103.8001180,Buona Vista,0,0,0,0,—,—,—,—,—
ommonwealth Drive (Blk 94),2,21/06/2019,1.3056764,103.8007519,Buona Vista,0,0,0,0,—,—,—,—,—
Lorong 1 Toa Payoh (Blk 98),3,21/06/2019,1.3391629,103.8483235,Toa Payoh,0,0,0,0,—,—,—,—,—
Lorong 1 Toa Payoh (Blk 103),1,21/06/2019,1.3401157,103.8481424,Toa Payoh,0,0,0,0,—,—,—,—,—
Lorong 1 Toa Payoh (Blk 105),2,21/06/2019,1.3404101,103.8490957,Toa Payoh,0,0,0,0,—,—,—,—,—
Lorong 2 Toa Payoh (Blk 99C),1,21/06/2019,1.3390399,103.8475178,Toa Payoh,0,0,0,0,—,—,—,—,—
Lorong 2 Toa Payoh (Blk 101A),3,21/06/2019,1.3398094,103.8473045,Toa Payoh,0,0,0,0,—,—,—,—,—
Lorong 2 Toa Payoh (Blk 116),1,21/06/2019,1.3404772,103.8457645,Toa Payoh,0,0,0,0,—,—,—,—,—
Lorong 3 Toa Payoh (Blk 96),1,21/06/2019,1.3386400,103.8483004,Toa Payoh,0,0,0,0,—,—,—,—,—
Bedok eservoir Road (Blk 613),2,21/06/2019,1.3319589,103.9166817,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
Bedok eservoir Road (Blk 619),1,21/06/2019,1.3335272,103.9176316,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
Bedok eservoir Road (Blk 621),5,21/06/2019,1.3345774,103.9168914,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
Bedok eservoir Road (Blk 622),1,21/06/2019,1.3340662,103.9167101,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
Bedok eservoir Road (Blk 627),1,21/06/2019,1.3340729,103.9155319,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
Bedok eservoir Road (Blk 631),1,21/06/2019,1.3334378,103.9149165,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
