Location,No. of Cases,Date,Latitude,Longtitude,Closest Location,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Upper Boon Keng Road (Blk 19),1,10/06/2019,1.3155668,103.8737356,Nicoll Highway,0.4,0.2,0.2,0.2,—,—,—,—,—
Tanah Merah Kechil Avenue (D'Manor),1,10/06/2019,1.3293843,103.9463352,Simei,0,0,0,0,—,—,—,—,—
Tanah Merah Kechil Road,2,10/06/2019,1.3284824,103.9437757,Simei,0,0,0,0,—,—,—,—,—
Tanah Merah Kechil Road (Casa Merah),1,10/06/2019,1.3291018,103.9461887,Simei,0,0,0,0,—,—,—,—,—
Tanah Merah Kechil Road (East Meadows),4,10/06/2019,1.3286980,103.9440340,Simei,0,0,0,0,—,—,—,—,—
Bedok eservoir Road (Blk 643),1,10/06/2019,1.3310738,103.9058122,Chai Chee,0.2,0.2,0.2,0.2,—,—,—,—,—
Jalan Damai (Blk 669),1,10/06/2019,1.3331624,103.9084630,Chai Chee,0.2,0.2,0.2,0.2,—,—,—,—,—
Jalan Tenaga (Blk 647),1,10/06/2019,1.3317755,103.9057765,Chai Chee,0.2,0.2,0.2,0.2,—,—,—,—,—
Jalan Tenaga (Blk 649),1,10/06/2019,1.3323350,103.9060226,Chai Chee,0.2,0.2,0.2,0.2,—,—,—,—,—
Jalan Tenaga (Blk 650),1,10/06/2019,1.3319051,103.9075794,Chai Chee,0.2,0.2,0.2,0.2,—,—,—,—,—
Jalan Tenaga (Blk 654),1,10/06/2019,1.3328801,103.9066505,Chai Chee,0.2,0.2,0.2,0.2,—,—,—,—,—
Jalan Tenaga (Blk 657),1,10/06/2019,1.3339562,103.9072169,Chai Chee,0.2,0.2,0.2,0.2,—,—,—,—,—
Kaki Bukit Crescent,1,10/06/2019,1.3361646,103.9072036,Chai Chee,0.2,0.2,0.2,0.2,—,—,—,—,—
Bedok eservoir Road (Blk 710),4,10/06/2019,1.3356353,103.9237795,Chai Chee,0.2,0.2,0.2,0.2,—,—,—,—,—
Bedok eservoir Road (Blk 711),2,10/06/2019,1.3360022,103.9235982,Chai Chee,0.2,0.2,0.2,0.2,—,—,—,—,—
Bedok eservoir Road (Blk 714),1,10/06/2019,1.3371015,103.9233263,Chai Chee,0.2,0.2,0.2,0.2,—,—,—,—,—
Bedok eservoir Road (Blk 720),1,10/06/2019,1.3359217,103.9248671,Chai Chee,0.2,0.2,0.2,0.2,—,—,—,—,—
Eunos Avenue 4,1,10/06/2019,1.3206688,103.8974046,Tanjong Katong,1.6,1.4,1.4,1.4,—,—,—,—,—
Eunos Avenue 5,2,10/06/2019,1.3212123,103.8972956,Tanjong Katong,1.6,1.4,1.4,1.4,—,—,—,—,—
Eunos Avenue 5A,2,10/06/2019,1.3221880,103.8995332,Tanjong Katong,1.6,1.4,1.4,1.4,—,—,—,—,—
Eunos Avenue 6,1,10/06/2019,1.3220731,103.8971370,Tanjong Katong,1.6,1.4,1.4,1.4,—,—,—,—,—
Eunos Avenue 7,1,10/06/2019,1.3229904,103.8981483,Tanjong Katong,1.6,1.4,1.4,1.4,—,—,—,—,—
Eunos Avenue 8A,1,10/06/2019,1.3239389,103.8974611,Tanjong Katong,1.6,1.4,1.4,1.4,—,—,—,—,—
Upper Changi Road East (Summer Gardens),8,10/06/2019,1.3301733,103.9510694,Simei,0,0,0,0,—,—,—,—,—
Ang Mo Kio Avenue 3 (Blk 311),2,10/06/2019,1.3666221,103.8488218,Ang Mo Kio,—,—,—,—,—,—,—,—,—
Ang Mo Kio Avenue 3 (Blk 319),1,10/06/2019,1.3688575,103.8479541,Ang Mo Kio,—,—,—,—,—,—,—,—,—
Ang Mo Kio Avenue 3 (Blk 327),2,10/06/2019,1.3670544,103.8469421,Ang Mo Kio,—,—,—,—,—,—,—,—,—
Ang Mo Kio Avenue 3 (Blk 328),2,10/06/2019,1.3666828,103.8478480,Ang Mo Kio,—,—,—,—,—,—,—,—,—
Bedok North Road (Blk 428),3,10/06/2019,1.3295047,103.9273597,Chai Chee,0.2,0.2,0.2,0.2,—,—,—,—,—
Chai Chee Street (Blk 42),1,10/06/2019,1.3279408,103.9257735,Chai Chee,0.2,0.2,0.2,0.2,—,—,—,—,—
Chai Chee Street (Blk 44),3,10/06/2019,1.3289466,103.9256454,Chai Chee,0.2,0.2,0.2,0.2,—,—,—,—,—
Bendemeer Road (Blk 38B),1,10/06/2019,1.3204988,103.8668888,Whampoa,0,0,0,0,—,—,—,—,—
Bendemeer Road (Blk 44),1,10/06/2019,1.3222207,103.8665760,Whampoa,0,0,0,0,—,—,—,—,—
Whampoa East (Eight Riversuites),4,10/06/2019,1.3214108,103.8645503,Whampoa,0,0,0,0,—,—,—,—,—
Tampines Street 21 (Blk 248),1,10/06/2019,1.3521081,103.9472639,Simei,0,0,0,0,—,—,—,—,—
Tampines Street 21 (Blk 267),2,10/06/2019,1.3507840,103.9491598,Simei,0,0,0,0,—,—,—,—,—
Tampines Street 21 (Blk 268),1,10/06/2019,1.3514326,103.9477774,Simei,0,0,0,0,—,—,—,—,—
Tampines Street 21 (Blk 271),2,10/06/2019,1.3502700,103.9494318,Simei,0,0,0,0,—,—,—,—,—
Bedok eservoir View (Blk 761),1,10/06/2019,1.3362352,103.9339311,Simei,0,0,0,0,—,—,—,—,—
Bedok eservoir View (Blk 763),1,10/06/2019,1.3362289,103.9350188,Simei,0,0,0,0,—,—,—,—,—
Bedok eservoir View (Blk 764),2,10/06/2019,1.3359341,103.9353813,Simei,0,0,0,0,—,—,—,—,—
Bedok eservoir View (Blk 765),1,10/06/2019,1.3361510,103.9358346,Simei,0,0,0,0,—,—,—,—,—
Bedok South Avenue 2 (Blk 6),1,10/06/2019,1.3221825,103.9348375,Chai Chee,0.2,0.2,0.2,0.2,—,—,—,—,—
Bedok South Avenue 2 (Blk 10E),1,10/06/2019,1.3216600,103.9371924,Chai Chee,0.2,0.2,0.2,0.2,—,—,—,—,—
Bedok South Road (Blk 15),1,10/06/2019,1.3208647,103.9355622,Chai Chee,0.2,0.2,0.2,0.2,—,—,—,—,—
Bedok South Road (Blk 19),1,10/06/2019,1.3196254,103.9342936,Chai Chee,0.2,0.2,0.2,0.2,—,—,—,—,—
New Upper Changi Road (Blk 28),1,10/06/2019,1.3237400,103.9349004,Chai Chee,0.2,0.2,0.2,0.2,—,—,—,—,—
Braddell Rise,1,10/06/2019,1.3426282,103.8445168,Toa Payoh,0,0,0,0,—,—,—,—,—
Lorong 1 Toa Payoh (Blk 113),1,10/06/2019,1.3412893,103.8445869,Toa Payoh,0,0,0,0,—,—,—,—,—
Lorong 1 Toa Payoh (Blk 114),2,10/06/2019,1.3409248,103.8443152,Toa Payoh,0,0,0,0,—,—,—,—,—
Toa Payoh North (Blk 207),1,10/06/2019,1.3424025,103.8451531,Toa Payoh,0,0,0,0,—,—,—,—,—
unos Crescent (Blk 6),1,10/06/2019,1.3213965,103.9041996,Tanjong Katong,1.6,1.4,1.4,1.4,—,—,—,—,—
unos Crescent (Blk 8),1,10/06/2019,1.3213740,103.9046615,Tanjong Katong,1.6,1.4,1.4,1.4,—,—,—,—,—
unos Crescent (Blk 10),1,10/06/2019,1.3223009,103.9025671,Tanjong Katong,1.6,1.4,1.4,1.4,—,—,—,—,—
unos Crescent (Blk 16),1,10/06/2019,1.3230877,103.9044755,Tanjong Katong,1.6,1.4,1.4,1.4,—,—,—,—,—
Jalan Setia,3,10/06/2019,1.3333961,103.8803534,Toa Payoh,0,0,0,0,—,—,—,—,—
Joo Seng Road (Blk 9),1,10/06/2019,1.3348667,103.8793753,Toa Payoh,0,0,0,0,—,—,—,—,—
Joo Seng Road (Blk 11),1,10/06/2019,1.3350731,103.8807170,Toa Payoh,0,0,0,0,—,—,—,—,—
Lorong 7 Toa Payoh (Blk 7),1,10/06/2019,1.3379968,103.8572682,Toa Payoh,0,0,0,0,—,—,—,—,—
Lorong 7 Toa Payoh (Blk 15),1,10/06/2019,1.3359415,103.8590840,Toa Payoh,0,0,0,0,—,—,—,—,—
Lorong 8 Toa Payoh (Blk 11),1,10/06/2019,1.3370920,103.8590050,Toa Payoh,0,0,0,0,—,—,—,—,—
Lorong 8 Toa Payoh (Blk 232),1,10/06/2019,1.3375528,103.8588086,Toa Payoh,0,0,0,0,—,—,—,—,—
Lorong 8 Toa Payoh (Blk 233),1,10/06/2019,1.3382109,103.8584432,Toa Payoh,0,0,0,0,—,—,—,—,—
Pasir Ris Street 21 (Blk 203),1,10/06/2019,1.3670346,103.9619424,Pasir Ris (Central),0,0,0,0,—,—,—,—,—
Pasir Ris Street 21 (Blk 204),1,10/06/2019,1.3674148,103.9626450,Pasir Ris (Central),0,0,0,0,—,—,—,—,—
Pasir Ris Street 21 (Blk 210),1,10/06/2019,1.3669459,103.9614664,Pasir Ris (Central),0,0,0,0,—,—,—,—,—
Pasir Ris Street 21 (Blk 213),1,10/06/2019,1.3684269,103.9617610,Pasir Ris (Central),0,0,0,0,—,—,—,—,—
Pasir Ris Street 21 (Blk 215),1,10/06/2019,1.3684892,103.9605145,Pasir Ris (Central),0,0,0,0,—,—,—,—,—
Punggol Central (Blk 645),1,10/06/2019,1.3977830,103.9162570,Punggol,0,0,0,0,—,—,—,—,—
Punggol Drive (Blk 641A),1,10/06/2019,1.3985848,103.9169820,Punggol,0,0,0,0,—,—,—,—,—
Punggol Drive (Blk 663A),1,10/06/2019,1.4004133,103.9176164,Punggol,0,0,0,0,—,—,—,—,—
Punggol Drive (Blk 663B),1,10/06/2019,1.4006053,103.9170981,Punggol,0,0,0,0,—,—,—,—,—
Ubi Avenue 1 (Blk 324),1,10/06/2019,1.3282302,103.9040450,Chai Chee,0.2,0.2,0.2,0.2,—,—,—,—,—
Ubi Avenue 1 (Blk 325),1,10/06/2019,1.3276889,103.9039840,Chai Chee,0.2,0.2,0.2,0.2,—,—,—,—,—
Ubi Avenue 1 (Blk 327),1,10/06/2019,1.3268667,103.9039615,Chai Chee,0.2,0.2,0.2,0.2,—,—,—,—,—
Ubi Avenue 1 (Blk 334),1,10/06/2019,1.3263879,103.9031162,Chai Chee,0.2,0.2,0.2,0.2,—,—,—,—,—
Ubi Avenue 1 (Blk 338),1,10/06/2019,1.3261736,103.9022099,Tanjong Katong,1.6,1.4,1.4,1.4,—,—,—,—,—
Ang Mo Kio Avenue 4 (Blk 610),1,10/06/2019,1.3798478,103.8394238,Ang Mo Kio,—,—,—,—,—,—,—,—,—
Ang Mo Kio Avenue 4 (Blk 612),1,10/06/2019,1.3789699,103.8380499,Upper Thomson,3.4,3.4,3.4,3.4,—,—,—,—,—
Ang Mo Kio Avenue 4 (Blk 619),1,10/06/2019,1.3785357,103.8382463,Upper Thomson,3.4,3.4,3.4,3.4,—,—,—,—,—
Ang Mo Kio Avenue 5 (Blk 606),1,10/06/2019,1.3793520,103.8365253,Upper Thomson,3.4,3.4,3.4,3.4,—,—,—,—,—
Balam Road (Blk 20),1,10/06/2019,1.3308678,103.8875301,Tanjong Katong,1.6,1.4,1.4,1.4,—,—,—,—,—
Balam Road (Blk 22),1,10/06/2019,1.3301344,103.8878019,Tanjong Katong,1.6,1.4,1.4,1.4,—,—,—,—,—
Balam Road (Blk 28),1,10/06/2019,1.3305808,103.8865333,Toa Payoh,0,0,0,0,—,—,—,—,—
Circuit Road (Blk 18C),1,10/06/2019,1.3295765,103.8885992,Tanjong Katong,1.6,1.4,1.4,1.4,—,—,—,—,—
Yio Chu Kang Road,1,10/06/2019,1.3877540,103.8417085,Ang Mo Kio,—,—,—,—,—,—,—,—,—
Changi Road,1,10/06/2019,1.3182725,103.9085841,Tanjong Katong,1.6,1.4,1.4,1.4,—,—,—,—,—
Jalan Eunos,2,10/06/2019,1.3241077,103.9054983,Chai Chee,0.2,0.2,0.2,0.2,—,—,—,—,—
Kampong Eunos,1,10/06/2019,1.3188683,103.9065195,Tanjong Katong,1.6,1.4,1.4,1.4,—,—,—,—,—
Choa Chu Kang North 6 (Blk 637),1,10/06/2019,1.3973253,103.7482410,Choa Chu Kang (South),0,0,0,0,29.5,33.3,26.3,6.1,26.3
Choa Chu Kang Street 64 (Blk 639),2,10/06/2019,1.3977969,103.7491009,Choa Chu Kang (South),0,0,0,0,29.5,33.3,26.3,6.1,26.3
Choa Chu Kang Street 64 (Blk 642),1,10/06/2019,1.3984195,103.7492367,Choa Chu Kang (South),0,0,0,0,29.5,33.3,26.3,6.1,26.3
ommonwealth Crescent (Blk 98),1,10/06/2019,1.3069161,103.8014763,Buona Vista,0,0,0,0,—,—,—,—,—
ommonwealth Crescent (Blk 99),1,10/06/2019,1.3073445,103.8009431,Buona Vista,0,0,0,0,—,—,—,—,—
ommonwealth Drive (Blk 94),1,10/06/2019,1.3056764,103.8007519,Buona Vista,0,0,0,0,—,—,—,—,—
Holland Avenue (Blk 10),1,10/06/2019,1.3082166,103.7942256,Buona Vista,0,0,0,0,—,—,—,—,—
Holland Close (Blk 4),2,10/06/2019,1.3079724,103.7957715,Buona Vista,0,0,0,0,—,—,—,—,—
Holland Close (Blk 5),1,10/06/2019,1.3075308,103.7962242,Buona Vista,0,0,0,0,—,—,—,—,—
Miltonia Close,3,10/06/2019,1.4178261,103.8477547,Khatib,—,—,—,—,—,—,—,—,—
Miltonia Close (Skies Miltonia),1,10/06/2019,1.4181309,103.8481353,Khatib,—,—,—,—,—,—,—,—,—
Pasir Ris Street 11 (Blk 111),1,10/06/2019,1.3680406,103.9563590,Pasir Ris (Central),0,0,0,0,—,—,—,—,—
Pasir Ris Street 11 (Blk 117),1,10/06/2019,1.3678825,103.9547804,Pasir Ris (Central),0,0,0,0,—,—,—,—,—
Pasir Ris Street 11 (Blk 120),1,10/06/2019,1.3672262,103.9543271,Pasir Ris (Central),0,0,0,0,—,—,—,—,—
Paya Lebar Way (Blk 91),1,10/06/2019,1.3226770,103.8867146,Marine Parade,1.2,0.8,0.8,1,—,—,—,—,—
Pipit Road (Blk 55),1,10/06/2019,1.3237647,103.8884362,Marine Parade,1.2,0.8,0.8,1,—,—,—,—,—
Pipit Road (Blk 92),1,10/06/2019,1.3234235,103.8873262,Marine Parade,1.2,0.8,0.8,1,—,—,—,—,—
Pipit Road (Blk 92A),1,10/06/2019,1.3232572,103.8876207,Marine Parade,1.2,0.8,0.8,1,—,—,—,—,—
Pending Road (Blk 223),1,10/06/2019,1.3757666,103.7734979,Bukit Panjang,0,0,0,0,—,—,—,—,—
Pending Road (Blk 225),1,10/06/2019,1.3755339,103.7725700,Bukit Panjang,0,0,0,0,—,—,—,—,—
Pending Road (Blk 226),1,10/06/2019,1.3752605,103.7723210,Bukit Panjang,0,0,0,0,—,—,—,—,—
Pending Road (Blk 233),1,10/06/2019,1.3765830,103.7717778,Bukit Panjang,0,0,0,0,—,—,—,—,—
Pheng Geck Avenue (Sant Ritz),1,10/06/2019,1.3298610,103.8689580,Toa Payoh,0,0,0,0,—,—,—,—,—
Puay Hee Avenue,2,10/06/2019,1.3316698,103.8711799,Toa Payoh,0,0,0,0,—,—,—,—,—
Tai Thong Crescent (The Venue Residences),1,10/06/2019,1.3286027,103.8695664,Toa Payoh,0,0,0,0,—,—,—,—,—
Rose Lane,1,10/06/2019,1.3102974,103.8934575,Marine Parade,1.2,0.8,0.8,1,—,—,—,—,—
Rose Lane (Estique),2,10/06/2019,1.3101121,103.8935605,Marine Parade,1.2,0.8,0.8,1,—,—,—,—,—
Tanjong Katong Road,1,10/06/2019,1.3078724,103.8952083,Marine Parade,1.2,0.8,0.8,1,—,—,—,—,—
Shunfu Road (Blk 307),1,10/06/2019,1.3505575,103.8383403,Ang Mo Kio,—,—,—,—,—,—,—,—,—
Shunfu Road (Blk 309),1,10/06/2019,1.3509243,103.8382498,Ang Mo Kio,—,—,—,—,—,—,—,—,—
Shunfu Road (Blk 312),1,10/06/2019,1.3513657,103.8378875,Ang Mo Kio,—,—,—,—,—,—,—,—,—
Shunfu Road (Blk 316),1,10/06/2019,1.3521504,103.8394267,Ang Mo Kio,—,—,—,—,—,—,—,—,—
Siglap Rise,1,10/06/2019,1.3174883,103.9199538,Chai Chee,0.2,0.2,0.2,0.2,—,—,—,—,—
Siglap Walk,1,10/06/2019,1.3174883,103.9199538,Chai Chee,0.2,0.2,0.2,0.2,—,—,—,—,—
Yishun Ring Road (Blk 114),3,10/06/2019,1.4343372,103.8268338,Yishun,—,—,—,—,—,—,—,—,—
Yishun Ring Road (Blk 117),1,10/06/2019,1.4355099,103.8276388,Yishun,—,—,—,—,—,—,—,—,—
Admiralty Drive (Blk 469),1,10/06/2019,1.4487664,103.8139281,Admiralty,0,0,0,0,29.4,33,26.5,6.8,27.7
Admiralty Drive (Blk 469A),1,10/06/2019,1.4499075,103.8134300,Admiralty,0,0,0,0,29.4,33,26.5,6.8,27.7
Admiralty Drive (Blk 469B),1,10/06/2019,1.4484762,103.8133847,Admiralty,0,0,0,0,29.4,33,26.5,6.8,27.7
Bedok North Road (Blk 125),1,10/06/2019,1.3288879,103.9391884,Simei,0,0,0,0,—,—,—,—,—
Bedok North Street 2 (Blk 127),2,10/06/2019,1.3279447,103.9378287,Chai Chee,0.2,0.2,0.2,0.2,—,—,—,—,—
Bedok eservoir Road (Blk 130),1,10/06/2019,1.3335058,103.9123599,Chai Chee,0.2,0.2,0.2,0.2,—,—,—,—,—
Bedok eservoir Road (Blk 138),1,10/06/2019,1.3345261,103.9130849,Chai Chee,0.2,0.2,0.2,0.2,—,—,—,—,—
Bedok eservoir Road (Blk 140),1,10/06/2019,1.3348915,103.9131756,Chai Chee,0.2,0.2,0.2,0.2,—,—,—,—,—
Bedok eservoir View (Blk 769),2,10/06/2019,1.3358468,103.9378287,Simei,0,0,0,0,—,—,—,—,—
Bedok eservoir View (Blk 712),1,10/06/2019,1.3363398,103.9354138,Simei,0,0,0,0,—,—,—,—,—
Choa Chu Kang North 6 (Blk 556),1,10/06/2019,1.3957299,103.7437139,Choa Chu Kang (South),0,0,0,0,29.5,33.3,26.3,6.1,26.3
Choa Chu Kang North 6 (Blk 559),1,10/06/2019,1.3959510,103.7446390,Choa Chu Kang (South),0,0,0,0,29.5,33.3,26.3,6.1,26.3
Choa Chu Kang Street 52 (Blk 574),1,10/06/2019,1.3948442,103.7444363,Choa Chu Kang (South),0,0,0,0,29.5,33.3,26.3,6.1,26.3
Choa Chu Kang Street 51 (Blk 504),1,10/06/2019,1.3891451,103.7426289,Choa Chu Kang (South),0,0,0,0,29.5,33.3,26.3,6.1,26.3
Choa Chu Kang Street 51 (Blk 506),1,10/06/2019,1.3890560,103.7421990,Choa Chu Kang (South),0,0,0,0,29.5,33.3,26.3,6.1,26.3
Choa Chu Kang Street 51 (Blk 514),1,10/06/2019,1.3903444,103.7430592,Choa Chu Kang (South),0,0,0,0,29.5,33.3,26.3,6.1,26.3
Elite Park Avenue,1,10/06/2019,1.3150496,103.9242988,Chai Chee,0.2,0.2,0.2,0.2,—,—,—,—,—
Jalan Jamal,1,10/06/2019,1.3135408,103.9251949,East Coast Parkway,0,0,0,0,29.7,31.5,28.6,14.8,37.4
unos Crescent (Blk 18),1,10/06/2019,1.3238223,103.9044705,Tanjong Katong,1.6,1.4,1.4,1.4,—,—,—,—,—
unos Crescent (Blk 24),1,10/06/2019,1.3238359,103.9023841,Tanjong Katong,1.6,1.4,1.4,1.4,—,—,—,—,—
Everitt Road (Lotus at Joo Chiat),1,10/06/2019,1.3139280,103.9020208,Tanjong Katong,1.6,1.4,1.4,1.4,—,—,—,—,—
Joo Chiat Lane,1,10/06/2019,1.3124853,103.9028281,Tanjong Katong,1.6,1.4,1.4,1.4,—,—,—,—,—
Mangis Road,1,10/06/2019,1.3138269,103.9035583,Tanjong Katong,1.6,1.4,1.4,1.4,—,—,—,—,—
Flora Road (Azalea Park Condominium),1,10/06/2019,1.3604378,103.9627547,Pasir Ris (Central),0,0,0,0,—,—,—,—,—
Loyang Rise,2,10/06/2019,1.3635660,103.9652551,Pasir Ris (Central),0,0,0,0,—,—,—,—,—
Jalan Chengam,1,10/06/2019,1.3725447,103.8318607,Upper Thomson,3.4,3.4,3.4,3.4,—,—,—,—,—
Jalan Leban,1,10/06/2019,1.3732041,103.8307393,Upper Thomson,3.4,3.4,3.4,3.4,—,—,—,—,—
Jalan Kuras,1,10/06/2019,1.3748453,103.8294927,Upper Thomson,3.4,3.4,3.4,3.4,—,—,—,—,—
Lengkong Satu,1,10/06/2019,1.3265500,103.9129864,Chai Chee,0.2,0.2,0.2,0.2,—,—,—,—,—
Lengkong Empat,2,10/06/2019,1.3281155,103.9127553,Chai Chee,0.2,0.2,0.2,0.2,—,—,—,—,—
Loyang Rise,1,10/06/2019,1.3635660,103.9652551,Pasir Ris (Central),0,0,0,0,—,—,—,—,—
Loyang View,1,10/06/2019,1.3664613,103.9573950,Pasir Ris (Central),0,0,0,0,—,—,—,—,—
Mariam Way,1,10/06/2019,1.3608335,103.9684627,Pasir Ris (Central),0,0,0,0,—,—,—,—,—
Marsiling Rise (Blk 120),1,10/06/2019,1.4392455,103.7806504,Admiralty,0,0,0,0,29.4,33,26.5,6.8,27.7
Woodlands Street 13 (Blk 110),2,10/06/2019,1.4376251,103.7815558,Admiralty,0,0,0,0,29.4,33,26.5,6.8,27.7
Pasir Ris Street 71 (Blk 776),1,10/06/2019,1.3751087,103.9372622,Pasir Ris (Central),0,0,0,0,—,—,—,—,—
Pasir Ris Street 71 (Blk 777),1,10/06/2019,1.3751087,103.9372622,Pasir Ris (Central),0,0,0,0,—,—,—,—,—
Petir Road (Blk 167),2,10/06/2019,1.3774298,103.7648974,Bukit Panjang,0,0,0,0,—,—,—,—,—
Petir Road (MaySprings),1,10/06/2019,1.3774048,103.7633104,Bukit Panjang,0,0,0,0,—,—,—,—,—
Potong Pasir Avenue 1 (Blk 108),1,10/06/2019,1.3350245,103.8678461,Toa Payoh,0,0,0,0,—,—,—,—,—
Potong Pasir Avenue 1 (Blk 122),1,10/06/2019,1.3351250,103.8662833,Toa Payoh,0,0,0,0,—,—,—,—,—
Woodleigh Close (Parc Mondrian),1,10/06/2019,1.3361403,103.8680818,Toa Payoh,0,0,0,0,—,—,—,—,—
Tampines Avenue 4 (Blk 811),1,10/06/2019,1.3465343,103.9373755,Simei,0,0,0,0,—,—,—,—,—
Tampines Street 81 (Blk 814),1,10/06/2019,1.3472705,103.9366504,Simei,0,0,0,0,—,—,—,—,—
Tampines Street 91 (Blk 933),1,10/06/2019,1.3452821,103.9387352,Simei,0,0,0,0,—,—,—,—,—
Tampines Street 21 (Blk 262),1,10/06/2019,1.3537767,103.9506103,Simei,0,0,0,0,—,—,—,—,—
Tampines Street 23 (Blk 216),1,10/06/2019,1.3540562,103.9528766,Simei,0,0,0,0,—,—,—,—,—
Tampines Street 23 (Blk 217),1,10/06/2019,1.3542822,103.9517887,Simei,0,0,0,0,—,—,—,—,—
Tampines Street 32 (Blk 384),1,10/06/2019,1.3540130,103.9579130,Simei,0,0,0,0,—,—,—,—,—
Tampines Street 34 (The Eden at Tampines),2,10/06/2019,1.3559497,103.9598667,Simei,0,0,0,0,—,—,—,—,—
Teck Whye Lane (Blk 18),1,10/06/2019,1.3782996,103.7541248,Choa Chu Kang (Central),0,0,0,0,—,—,—,—,—
Teck Whye Lane (Blk 108),1,10/06/2019,1.3783065,103.7529480,Choa Chu Kang (Central),0,0,0,0,—,—,—,—,—
Teck Whye Lane (Blk 109),1,10/06/2019,1.3786778,103.7521333,Choa Chu Kang (Central),0,0,0,0,—,—,—,—,—
Trevose Crescent (Trevose Park),3,10/06/2019,1.3266707,103.8225016,Botanic Garden,10,10,10,10,—,—,—,—,—
Ubi Avenue 1 (Blk 311),1,10/06/2019,1.3301181,103.9033880,Chai Chee,0.2,0.2,0.2,0.2,—,—,—,—,—
Ubi Avenue 1 (Blk 318),1,10/06/2019,1.3284909,103.9032294,Chai Chee,0.2,0.2,0.2,0.2,—,—,—,—,—
Woodlands Street 81 (Blk 802),2,10/06/2019,1.4410489,103.7858113,Admiralty,0,0,0,0,29.4,33,26.5,6.8,27.7
Woodlands Street 81 (Blk 806),1,10/06/2019,1.4413375,103.7866262,Admiralty,0,0,0,0,29.4,33,26.5,6.8,27.7
mber Gardens (King's Mansion),1,10/06/2019,1.3007722,103.8983675,Marine Parade,1.2,0.8,0.8,1,—,—,—,—,—
Amber Road (King's Mansion),1,10/06/2019,1.2999200,103.8990300,Marine Parade,1.2,0.8,0.8,1,—,—,—,—,—
Amber Road The Sea View),1,10/06/2019,1.3015993,103.9013088,Marine Parade,1.2,0.8,0.8,1,—,—,—,—,—
Amber Road (The Shore Residences),1,10/06/2019,1.3028111,103.9009506,Marine Parade,1.2,0.8,0.8,1,—,—,—,—,—
Ang Mo Kio Avenue 1 (Blk 218),1,10/06/2019,1.3651811,103.8415977,Ang Mo Kio,—,—,—,—,—,—,—,—,—
Ang Mo Kio Avenue 1 (Blk 220),1,10/06/2019,1.3656276,103.8404202,Ang Mo Kio,—,—,—,—,—,—,—,—,—
Ang Mo Kio Avenue 1 (Blk 308A),2,10/06/2019,1.3655146,103.8440661,Ang Mo Kio,—,—,—,—,—,—,—,—,—
Ang Mo Kio Avenue 5 (Blk 523),1,10/06/2019,1.3730830,103.8524640,Ang Mo Kio,—,—,—,—,—,—,—,—,—
Ang Mo Kio Street 52 (Blk 596A),1,10/06/2019,1.3725174,103.8509332,Ang Mo Kio,—,—,—,—,—,—,—,—,—
ngklong Lane (Faber Garden Condominium),1,10/06/2019,1.3626655,103.8296369,Upper Thomson,3.4,3.4,3.4,3.4,—,—,—,—,—
Sin Ming Walk (The Gardens at Bishan),1,10/06/2019,1.3648162,103.8306472,Upper Thomson,3.4,3.4,3.4,3.4,—,—,—,—,—
Bedok North Avenue 4 (Blk 100),1,10/06/2019,1.3342680,103.9387805,Simei,0,0,0,0,—,—,—,—,—
Bedok North Avenue 4 (Blk 102),1,10/06/2019,1.3338732,103.9374662,Simei,0,0,0,0,—,—,—,—,—
Bedok North Road (Blk 74),1,10/06/2019,1.3274812,103.9420891,Simei,0,0,0,0,—,—,—,—,—
Bedok North Road (Blk 181),1,10/06/2019,1.3266080,103.9412733,Simei,0,0,0,0,—,—,—,—,—
Bedok North Street 4 (Blk 84),1,10/06/2019,1.3318119,103.9396416,Simei,0,0,0,0,—,—,—,—,—
Bedok North Street 4 (Blk 90),1,10/06/2019,1.3321736,103.9403668,Simei,0,0,0,0,—,—,—,—,—
Bedok South Road,2,10/06/2019,1.3203597,103.9378409,Chai Chee,0.2,0.2,0.2,0.2,—,—,—,—,—
Bishan Street 24 (Blk 286),1,10/06/2019,1.3584283,103.8439529,Ang Mo Kio,—,—,—,—,—,—,—,—,—
Bukit Batok Street 31 (Blk 347),1,10/06/2019,1.3598048,103.7509017,Choa Chu Kang (Central),0,0,0,0,—,—,—,—,—
Chai Chee Avenue (Blk 35),1,10/06/2019,1.3248659,103.9261361,Chai Chee,0.2,0.2,0.2,0.2,—,—,—,—,—
Chai Chee Avenue (Blk 37),1,10/06/2019,1.3254507,103.9262267,Chai Chee,0.2,0.2,0.2,0.2,—,—,—,—,—
Changi Road,1,10/06/2019,1.3182725,103.9085841,Tanjong Katong,1.6,1.4,1.4,1.4,—,—,—,—,—
Geylang Serai (Blk 2A),1,10/06/2019,1.3170559,103.8976200,Tanjong Katong,1.6,1.4,1.4,1.4,—,—,—,—,—
Choa Chu Kang Ave 4 (Blk 444),2,10/06/2019,1.3816244,103.7372887,Choa Chu Kang (Central),0,0,0,0,—,—,—,—,—
